entry_number,soloist_instrument,soloist_name,soloist_roles,season,program_id,id
40677,Trumpet,"Smith, Philip",A,2002-03,9151,0f15a9e4-f6d2-4f82-8231-8b97804b089c
40678,Harpsichord,"Bordignon, Paolo",A,2002-03,9151,0f15a9e4-f6d2-4f82-8231-8b97804b089c
40679,Organ,"Tritle, Kent",A,2002-03,9151,0f15a9e4-f6d2-4f82-8231-8b97804b089c
40680,Reader,"Mackenzie, Robert Ian",S,2002-03,9132,da669578-c8b6-4516-8faa-dcfe314eef62
40681,Tenor,"Akimov, Evgeny",S,2002-03,9132,da669578-c8b6-4516-8faa-dcfe314eef62
40682,Bass,"Anger, Ain",S,2002-03,9132,da669578-c8b6-4516-8faa-dcfe314eef62
40683,Chorus,New York Choral Artists,S,2002-03,9132,da669578-c8b6-4516-8faa-dcfe314eef62
40684,Soprano,"Futral, Elizabeth",S,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40685,Contralto,"Larsson, Anna",S,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40686,Tenor,"Croft, Richard",S,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40687,Bass-Baritone,"Berg, Nathan",S,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40688,Chorus,Westminster Symphonic Choir,S,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40689,Cello,"Ni, Hai-Ye",A,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40690,Contrabass,"Deak, Jon",A,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40691,Bassoon,"Laskowski, Kim",A,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40692,Trumpet,"Smith, Philip",A,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40693,Harpsichord,"Bordignon, Paolo",A,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40694,Organ,"Tritle, Kent",A,2002-03,9133,8c51693f-c3d9-46c1-9c29-ceaac5063bf7
40695,Brass Quintet,New York Philharmonic Principal Brass Quintet,S,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40696,Trumpet,"Smith, Philip",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40697,Trumpet,"Sullivan, Robert",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40698,French Horn,"Ashby, Jerome",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40699,Trombone,"Alessi, Joseph",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40700,Tuba,"Turner, Kyle",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40701,Ensemble,German Brass,S,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40702,Trumpet,"Höfs, Matthias",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40703,Trumpet,"Köller, Uwe",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40704,Trumpet,"Heckman, Werner",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40705,Trumpet,"Baerwind, Christoph",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40706,Trombone,"Crespo, Enrique",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40707,Trombone,"Erbich-Crawford, Alexander",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40708,Bass Trombone,"Poppe, Stephan",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40709,French Horn,"Gaag, Wolfgang",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40710,French Horn,"Wallendorf, Klaus",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40711,Tuba,"Hilgers, Walter",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40712,Timpani,"Pereira, Joseph",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40756,Percussion,"Lamb, Christopher S.",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40757,Percussion,"Druckman, Daniel",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40758,Percussion,"Saporito, James",A,2002-03,9169,0322d1e0-e1fd-4317-a419-2c3fb3931d95
40946,Soprano,"Thomas, Indra",S,2002-03,9134,7d83253b-683c-4573-9426-8abe4829d0e6
40947,Tenor,"Brownlee, Lawrence",S,2002-03,9134,7d83253b-683c-4573-9426-8abe4829d0e6
40948,Chorus,Ebony Ecumenical Ensemble,S,2002-03,9134,7d83253b-683c-4573-9426-8abe4829d0e6
40951,Bass-Baritone,"White, Willard",S,2002-03,9134,7d83253b-683c-4573-9426-8abe4829d0e6
40968,Piano,"Andsnes, Leif Ove",S,2002-03,9135,462b6c17-88ee-4122-b5d3-7deffbbe4ed8
40970,Piano,"Andsnes, Leif Ove",S,2002-03,9167,b83bbfb3-9d86-4e27-9cdb-9c22aebe673e
40971,Piano,"Andsnes, Leif Ove",S,2002-03,13558,73a377a6-d45d-4d61-b025-59dc630bf8c9
40972,Violin,"Fischer, Julia",S,2002-03,9170,4a3b1af1-c7e7-46f5-ac07-094e2c1dc098
40974,Piano,"Cheng, Gloria",A,2002-03,9170,4a3b1af1-c7e7-46f5-ac07-094e2c1dc098
40975,Violin,"Fischer, Julia",S,2002-03,13557,4942a153-9db6-429b-b826-fa37e01c9fbb
40976,Piano,"Cheng, Gloria",A,2002-03,13557,4942a153-9db6-429b-b826-fa37e01c9fbb
40977,Violin,"Fischer, Julia",S,2002-03,9172,036d4a36-c2a2-4cd9-bcee-fc2df7f71c70
40979,Piano,"Cheng, Gloria",A,2002-03,9172,036d4a36-c2a2-4cd9-bcee-fc2df7f71c70
40980,Violin,"Kim, Lisa",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40981,Clarinet,"Drucker, Stanley",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40982,Piano,"Robbins, Gerald",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40983,Flute,"Siebert, Renee (Renée)",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40984,Violin,"Kim, Michelle",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40985,Viola,"Rinehart, Robert",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40986,Cello,"Bartlett, Eric",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40987,Harp,"Allen, Nancy",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40988,Clarinet,"Martinez [Martínez] Forteza, Pascual",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40989,Bassoon,"Hindell, Leonard",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40990,French Horn,"Kuyper, L. William",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40991,Violin,"Simon, Fiona",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40992,Viola,"Hannay, Dawn",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40993,Cello,"Tu, Qiang",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40994,Contrabass,"Blossom, William",A,2002-03,9288,3204f8ec-ede9-472f-8846-46e07011de3f
40995,Violin,"Fischer, Julia",S,2002-03,9136,7d5719ce-d516-4243-b06e-bb8a1639fc1c
40996,Piano,"Cheng, Gloria",A,2002-03,9136,7d5719ce-d516-4243-b06e-bb8a1639fc1c
40997,Soprano,"Eaglen, Jane",S,2002-03,9137,ecfc9443-8dc0-4c6f-a36a-4c337a4c63af
40999,Harp,"Allen, Nancy",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41000,Flute,"Langevin, Robert",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41001,Clarinet,"Drucker, Stanley",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41002,Violin,"Kim, Michelle",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41003,Violin,"Ginsberg, Marc",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41004,Viola,"Young, Rebecca",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41005,Cello,"Bartlett, Eric",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41007,Clarinet,"Nuccio, Mark",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41008,Bassoon,"LeClair, Judith",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41009,Bassoon,"Fast, Arlen",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41010,Trumpet,"Smith, Philip",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41011,Trumpet,"Smith, Thomas V.",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41012,Trombone,"Alessi, Joseph",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41013,Bass Trombone,"Harwood, Donald",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41014,Violin,"Dicterow, Glenn",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41019,Violin,"Kim, Lisa",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41021,Viola,"Rinehart, Robert",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41022,Cello,"Brey, Carter",A,2002-03,9275,964a2049-829d-455d-a5f5-85abb57f45f6
41024,Guest Orchestra,Israel Philharmonic Orchestra,S,2002-03,9057,208a7996-bc56-4370-95e2-f9f53ebe329f
41028,Flute,"Church, Sandra",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41029,Oboe,"Robinson, Joseph",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41030,Clarinet,"Drucker, Stanley",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41031,French Horn,"Ashby, Jerome",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41032,Trumpet,"Smith, Philip",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41033,Trombone,"Markey, James",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41034,Piano,"Wingreen, Harriet",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41035,Violin,"Dicterow, Glenn",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41036,Viola,"Young, Rebecca",A,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41037,Violin,Midori,S,2002-03,9138,c674a645-6fd3-44ee-a2a8-6c581aebf589
41038,Piano,"Lupu, Radu",S,2002-03,9139,8ec4db84-b181-48e0-90d4-98ca95ff946c
41039,Violin,"Dicterow, Glenn",A,2002-03,9140,39b87f58-019d-42d7-be74-59d717319a9f
41040,Violin,"Kim, Michelle",A,2002-03,9140,39b87f58-019d-42d7-be74-59d717319a9f
41041,Violin,"Ginsberg, Marc",A,2002-03,9140,39b87f58-019d-42d7-be74-59d717319a9f
41042,Violin,"Kim, Lisa",A,2002-03,9140,39b87f58-019d-42d7-be74-59d717319a9f
41043,Viola,"Phelps, Cynthia",A,2002-03,9140,39b87f58-019d-42d7-be74-59d717319a9f
41044,Viola,"Young, Rebecca",A,2002-03,9140,39b87f58-019d-42d7-be74-59d717319a9f
41045,Cello,"Brey, Carter",A,2002-03,9140,39b87f58-019d-42d7-be74-59d717319a9f
41046,Cello,"Bartlett, Eric",A,2002-03,9140,39b87f58-019d-42d7-be74-59d717319a9f
41047,Tenor,"Groves, Paul",S,2002-03,9177,a08433c0-64a2-4a44-93ad-02294890aacf
41048,Chorus,Westminster Symphonic Choir,S,2002-03,9177,a08433c0-64a2-4a44-93ad-02294890aacf
41049,Flute,"Siebert, Renee (Renée)",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41050,Oboe,"Botti, Robert",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41051,Clarinet,"Martinez [Martínez] Forteza, Pascual",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41052,Bassoon,"Laskowski, Kim",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41053,French Horn,"Ashby, Jerome",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41054,Violin,"Gordon, Kenneth",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41055,Viola,"Rence, Dorian",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41056,Cello,"Tu, Qiang",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41057,Piano,"Jeanney, Helene (Hélène)",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41058,Violin,"Lachert, Hanna",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41059,Viola,"Kamath, Vivek",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41061,Violin,"Kim, Michelle",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41062,Violin,"Kim, Lisa GiHae",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41063,Viola,"Young, Rebecca",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41064,Contrabass,"Deak, Jon",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41065,French Horn,"Ralske, Erik",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41066,French Horn,"Spanjer, R. Allen",A,2002-03,9289,3e74f8ee-1391-4c5f-a5e8-20ac6115a2e0
41067,Band,Coldplay,S,2002-03,12492,96765cd8-ce50-436b-826f-7e71240ea189
41068,Piano,"Serkin, Peter",S,2002-03,9030,7a673c02-2a07-41bd-ab59-c67c04c8a8c8
41069,Violin,"Kim, Michelle",A,2002-03,9326,ed093741-5107-408b-b265-880e5e098eff
41070,Cello,"Ni, Hai-Ye",A,2002-03,9326,ed093741-5107-408b-b265-880e5e098eff
41071,Piano,"Sheng, Bright",A,2002-03,9326,ed093741-5107-408b-b265-880e5e098eff
41072,String Quartet,Shanghai Quartet,A,2002-03,9326,ed093741-5107-408b-b265-880e5e098eff
